Beteiligte;Objektbezeichnung;InvNr;Foto neu vorhanden?;Bild Nr neu;Bild bearbeitet?;Jahr_von;Jahr_bis;Datierung;Geogr_Bezug;Gattung;Maße;Material;Beschriftung;Verw_Institution;Sammlungsbereich;Akt_Standort;;Titel_Sammlung;Beschreibung_Notizen;unsere Notizen;OSM (Koordinaten);URL 1;URL 2;Foto von ;;;
Carl Friedrich Mylius;Natur, Stadttopographie;C29323;ja?!;;;1868;1878;vor 1878;Frankfurt am Main-Westend, Palmengarten;Fotografie;"Bildmaß: 17,4 x 25,3 cm; Blattmaß: 23,6 x 31,5 cm; Objektmaß: 36,2 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Gesellschaftshaus Palmengarten vor dem Brand am 10.08.1878;"Das Gebäude wurde im März 1871 als Teil des ein Jahr zuvor eingerichteten Palmengartens eröffnet und enthielt als Hauptattraktion einen Festsaal für mehr als 1000 Personen. Nur sieben Jahre später brannte es vollständig ab und wurde 1879 in ähnlicher Form, aber mit einem wesentlich höheren Dach neu errichtet.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 77)";Fotos, Alte und neue unter https://de.wikipedia.org/wiki/Palmengarten_Frankfurt;50.12159,8.65684;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;C29333;;;;1871;1880;04.03.1879;Frankfurt am Main-Innenstadt (Neue Börse);Fotografie;"Bildmaß: 19,3 x 22,8 cm; Blattmaß: 25 x 28,4 cm; Objektmaß: 53 x 36,5 cm Passepartout-Karton";"Papier; auf Karton aufgezogen; Passepartout-Karton; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;Graphische Sammlung;;Die Neue Börse am Tag der Eröffnung;"Der großzügige Bau mit hoher Kuppel, errichtet nach den Plänen von Heinrich Burnitz, Oskar Sommer und Alexander Linnemann, ist ein markantes Zeichen für den Übergang der Stadt in die moderne Zeit.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 173)";s. 07977;;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;C29353;;;;1861;1970;1869;Frankfurt am Main-Nordend, Affenstein;Fotografie;"Bildmaß: 19 x 27,3 cm; Blattmaß: 23,5 x 31,5 cm; Objektmaß: 53 x 36,5 cm zusammen mit C29354 auf einem Karton";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte, auf Original-Unterkarton: ""310"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Die neue Irrenanstalt auf dem Affenstein, etwas seitlich, abgebrochen 1929;"Die ""Anstalt für Irre und Epileptische"" wurde 1864 fertiggestellt und kurz nach der Einweihung von Mylius photographiert. Das Krankenhaus wurde auf Betreiben von Heinrich Hoffmann, dem Verfasser des Struwwelpeter, erbaut, der es bis zu seiner Pensionierung im Jahr 1888 leitete.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 182, zu dem identischen Motiv in Privatbesitz)";Irrenschloss   Infos unter www.frankfurt-nordend.de/das_irrenschloss.htm von Gereis: Das unbekannte Frankfurt, Bild so nicht mehr möglich IG Farbenhaus im Weg.;50.12673,8.66786;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;C30056;;;;1871;1880;1875-1880;Frankfurt am Main-Altstadt, Liebfrauenberg (Haus Malakoff);Fotografie;"Bildmaß: 30 x 24 cm; Blattmaß: 34,4 x 27,9 cm; Objektmaß: 53,2 x 36,4 cm";"Papier; auf Karton aufgezogen; Albuminabzug; getont?";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Nordseite des Liebfrauenbergs nach der Bleiden- und Liebfrauenstraße zu gesehen, mit Haus Malakoff;"Fassadenwerbung von rechts nach links:

""GEBRÜDER HOFF""

Straßenschild um die Ecke: ""Liebfrau[enstrasse]"", darunter die Hausnummer ""35""

""Joseph Milani.""

""Chocolade=Fabrik
Gebrüder de Giorgi""

""J. N. Graeffendeich
Nachfolger""

""H. BUSECK.""

Am Eckhaus Malakoff dreimal ""HERRENKLEIDER.MAGAZIN"",
dazu das Straßenschild ""Liebfrauenstrasse."",
daneben, auf Fenster unter Markise ""Liebfrauenstrass[sic] 1"",

ganz rechts Straßenschild ""Liebfrauenberg""";Westliches Haus Malakoff, gegenüber, direkt an der kirche stand noch das östliche;50.11271,8.68160, Standort des Fotografen;;;Susanna Kexel;;;
Carl Friedrich Mylius;Stadttopographie;C30072;;;;1860;1880;um 1870;Frankfurt am Main-Innenstadt, Große Gallusgasse, Roßmarkt;Fotografie;"Bildmaß: 18,5 x 24,6 cm; Blattmaß: 20,5 x 25,8 cm; Objektmaß: 36,4 x 53,1 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Große Gallusgasse gegen Roßmarkt;"Die Große Gallus Straße hieß früher Große Gallusgasse und führt vom Roßmarkt nach Westen zur Taunusanlage. Der Blick geht in umgekehrter Richtung vom Taunustor über die Kreuzung mit der Mainzer Landstraße zur Katharinenkirche.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 174)

Hinten, Richtung Roßmarkt, ist das ""HOTEL NORD""; die Uhr vorne rechts zeigt 15:25; das Straßenschild daneben kennzeichnet die ""Neue Mainzer Strasse""";;;;;;;;
Carl Friedrich Mylius;Stadtansicht, Stadttopographie;C30994;;;;1861;1870;1862;Frankfurt am Main-Altstadt;Fotografie;"Bildmaß: 23,1 x 27,2 cm die linke Fotografie; Bildmaß: 23,1 x 27,8 cm die rechte Fotografie, die Breite differenziert um ca. 0,5 cm; Bildmaß: 23,1 x 55 cm die zusammengesetzte Fotografie, die Breite differenziert um ca. 0,5 cm; Blattmaß: 30,8 x 61,5 cm; O";"auf Karton aufgezogen; Papier; getont; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Blick auf die Alte Brücke von Südosten, im Hintergrund der Dom, zweiteilige zusammengesetzte Fotografie;"Gliederung Medienstation

Der Main
Brücken	B 390, 1
Hafenverlegung Westhafen	B 390, 2
Bahnhöfe und Hauptbahnhof	B 390, 3
Kanalarbeiten	B 390,4

Altstadt
Arbeiterstadtteil	B 390,5
Erschließung		B 390, 6

Außenstadt	B 390,7

Citybildung	B 390, 8
Schillerplatz
Rossmarkt
Kaiserstraße

Industrialisierung	B 390, 9

Eingemeindungen	 B 390, 10
Bornheim
Bockenheim
Oberrad
Niederrad";Alte Brücke von Sachsenhausen aus // , vom 5. Stock der Jugendherberge aus;50.10716,8.68938;;;Susanna Kexel;;;
Carl Friedrich Mylius;Stadttopographie;C35082;;;;1850;1870;um 1860;Frankfurt am Main-Innenstadt, Stiftstraße (Senckenberg Stift);Fotografie;"Bildmaß: 21,6 x 16,8 cm; Blattmaß: 26,4 x 20,4 cm; Objektmaß: 53 x 36,5 cm Passepartout-Karton";"Papier; auf Karton aufgezogen; Passepartout-Karton; Albuminabzug";"verso, unten links: ""HS"" (lilafarbener Stempel, ligiert; Sammlerstempel Heinrich Stiebel)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;Graphische Sammlung;;Eschenheimer Turm und Senckenbergisches Stiftsgebäude;"Unter dem Straßenschild ""Stiftstrasse."" das Schild:
""P. Weilenker [?]
Lohnkutscher
Equipages a [...?]
[dazu Pfeil nach rechts zum Bild heraus]""

Auf der Plakatwand ist nur ein Plakat mit ""Zoologischer Garten"" zu entziffern";Eschenheimer Turm, Ecke Stiftstrasse, Grosse Eschenheimer Strasse führt zu der Zeit noch durch den Turm;50.11657,8.67994;;;;;;
Carl Friedrich Mylius;Stadttopographie;Ph00021;;;;1871;1880;1878;Frankfurt am Main-Altstadt, Alter Markt (Steinernes Haus);Fotografie;"Bildmaß: 30,5 x 24,2 cm; Objektmaß: 53 x 36,5 cm Passepartout-Karton";"Papier; kaschiert auf textiles Gewebe (Shirting); Passepartout-Karton; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Das Steinerne Haus am alten Markt;"Das Steinerne Haus steht in der Altstadt nahe dem Römerberg am Eingang zum Alten Markt und wurde im 15. Jahrhundert von der aus Köln zugewanderten Kaufmannfamilie Melem errichtet. Der Name leitet sich daraus ab, daß es im Gegensatz zu den anderen Fachwerkhäusern der Altstadt aus Stein erbaut wurde.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 43)


Ganz links das Schild ""Ph. Cron.""

Am Steinernen Haus:
""G. W. Wüstner.""

""Adolph Winter
[...]""

""Jean A[...]
Schlosserei
im Hofe links""

""Herr[en] &Knaben-Garderobe. G. Schülb.""

""Zur [Pfeil nach rechts]
Annahme von Bestellungen
für das Möbeltransport=Geschäft
von
G. J. Jans [?]""";Alle Infos, inkl aktueller Bilder in Wikipedia https://de.wikipedia.org/wiki/Steinernes_Haus_(Frankfurt_am_Main);50.11071,8.68281;s.a.C06854;;;;;
Carl Friedrich Mylius;Stadttopographie;Ph00040;;;;1855;1875;um 1865;Frankfurt am Main-Altstadt, Judengasse (Fremdenspital);Fotografie;"Bildmaß: 23,1 x 23,1 cm; Objektmaß: 53 x 36,2 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Fremdenspital der israelischen Gemeinde in der Judengasse;"Das Fremdenhospital für Auswärtige und Bedürftige war neben dem Hospital für einheimische Juden und dem sogenannten Blatternhaus eines von drei Krankenhäusern der jüdischen Gemeinde. Es befand sich am südlichen Ende der Judengasse am damaligen jüdischen Friedhof. 1882 wurde es für den Bau der neuen Synagoge am Börneplatz abgebrochen.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 151)

Am Gebäude ganz links zweimal, rechts und links neben der Eingangstür, das Schild:

""Geld Vorschüsse auf
Waaren aller Art so wie
auf Juwelen, Gold, Silber,
Uhren, Werthpapiere,
Pfandscheine. etc.
Einkauf gegen Rückkauf
im
Waaren-Commissions
Geschäft
von
B. Strohecker.""";;50.11174, 8.68942;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph00053;;;;1870;1890;um 1880;Frankfurt am Main-Altstadt, Judengasse (Rothschildhaus);Fotografie;"Bildmaß: 24,6 x 19,7 cm; Objektmaß: 53 x 36,3 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Blick in die Judengasse, Rothschild’sches Stammhaus vor dem Umbau;"Die Geschäfte von links nach rechts:

""An & Verkauf
[...]
SCHUHWAAREN
und
KLEIDERN
[]
[...] Dillenberger
[...]""

""Leger neuer u. getragener
Stiefel, Kleider etc.
[...]. Dillenberger.""

""Schuh & Stiefel
von
ADAM REITZ""";https://de.wikipedia.org/wiki/Haus_zum_Grünen_Schild;;;;;;;
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung";Stadttopographie;Ph00071;;;;1855;1875;um 1865;Frankfurt am Main-Innenstadt, Bleichstraße;Fotografie;"Bildmaß: 23,4 x 17,6 cm; Objektmaß: 36,2 x 26,5 cm";"Papier; auf Papier aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Eckhaus an der Bleichstraße, Rückfront, mit Blick auf Eschenheimer Turm;"Mylius wählte einen eher untypischen Blickwinkel aus südwestlicher Sicht über die Häuser und Gärten von Bleichstraße (links) und Hochstraße (rechts) hinweg. Das Gebäude links neben dem Turm ist das Senckenbergische Museum.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 71)";;;;;;;;
"Carl Friedrich Mylius; Emil Bertling, alte Zuschreibung";Stadtansicht, Stadttopographie;Ph00117;ja?!;;;1851;1860;1859;Frankfurt am Main-Sachsenhausen;Architekturfotografie;"Bildmaß: 15,9 x 23,7 cm; Objektmaß: 26,3 x 36,1 cm";"Papier; kaschiert auf textiles Gewebe (Shirting); Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Sachsenhäuser Ufer, mit der alten Dreikönigskirche;"Die Mühle hatte ihren Zufluss im Müllermain, einem Abzweig des Mains, der im Winter ein beliebter Ort für Schlittschuhläufer war. Die Dreikönigskirche war die Sachsenhäuser Pfarrkirche, die später durch einen Neubau ersetzt wurde.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 110, zu der Variante in Privstbesitz)";auf Wikipedia https://de.wikipedia.org/wiki/Dreik%C3%B6nigskirche_(Frankfurt_am_Main) das Myliusbild und eines von heute mit dem gleichen Aufnahmeort;50.1072,8.6851,Kirche;50.1094,8.6848 Standort Fotograf;;;;;
Carl Friedrich Mylius;Stadtansicht, Stadttopographie;Ph00135;;;;1850;1870;um 1860;Frankfurt am Main-Altstadt, Mainkai;Fotografie;"Bildmaß: 17,8 x 25,6 cm; Objektmaß: 26,3 x 36,1 cm";"Papier; kaschiert auf textiles Gewebe (Shirting); Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Mainuferansicht der Frankfurter Seite, Mainkai, im Hintergrund Turm der Paulskirche;"Dieser Teil des Mainkais war um 1860 noch nicht vollständig im klassizistischen Stil bebaut, sondern weist noch zahlreiche ältere, spitzgiebelige oder unsyymetriche Häuser auf. Der Durchlass in der Mitte, genannt ""Holzpförtchen"", führte zur Alten Mainzer Gasse.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 97, zu dem identischen Motiv in Privatbesitz)

Der Bildausschnitt zeigt in der Mitte das stattliche Anwesen der Willemers, das vom Mainkai bis zur Mainzer Gasse reichte
(Holger Wilhelm, Gegen die Angst [...]. Zuwanderung und Fremde in der Stadtgeschichte von Frankfurt am Main, Frankfurt am Main 2016, S. 127 unten [gezeigt wird nur das rechte Drittel der Fotografie])

In der Bildmitte das Haus des
""A[...?]. Bauer Schieferdecker"",
daneben der
""Zähringer Hof."",
ganz rechts ein Schild der
""Strumpf-Waaren-Fabrik
Z.[?] Schnapper[?]""";Blick von Sachsenhausen, Ufer auf Paulskirche (nicht Dom und Rathaus, Eiserner Steg wurde erst 1868 gebaut, daher nicht auf dem Bild, Standort direkt neben dem eisernen Steg, ich versuche den Kran zu finden;50.10728,8.68185;Foto Kx;;Susanna Kexel;;;
"Carl Friedrich Mylius, Originalfotografie 1860; Gottfried Vömel, (?), Reproduktionsfotografie/Neuabzug?";Stadttopographie;Ph00346;;;;1901;1915;Anfang 20. Jahrhundert;Frankfurt am Main-Altstadt, Alter Markt;Fotografie;"Bildmaß: 22,3 x 15,4 cm; Objektmaß: 36,1 x 26,4 cm";"Papier; auf Papier aufgezogen; Salzpapier mit Albumin-Schicht";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Domschule vor dem Umbau, mit Eingang zum alten Markt, 1860;"Mylius photographierte das Gebäude kurz vor dem Abriss im Jahr 1860. Auch hier bieten Marktfrauen Obst und Gemüse an.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 137, zu der Originalfotografie in Privatbesitz)

Vergleiche das ähnliche Motiv Ph00134 (hier ist der Blick mehr von Osten, in Richtung Alter Markt)";;;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph00865;;;;1861;1870;1864;Frankfurt am Main-Innenstadt, Rossmarkt (Cronstetten'sches Stift);Fotografie;"Bildmaß: 23,4 x 16,5 cm; Blattmaß: 30,7 x 22,2 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Cronstetten'sches Stift, Treppenhaus im Hof;;;;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph01289;;;;1871;1880;1877;Frankfurt am Main-Ostend, Obermainbrücke;Fotografie;"Bildmaß: 25,6 x 31,9 cm die linke Fotografie; Bildmaß: 25,6 x 31,2 cm die rechte Fotografie (variiert in der Breite um 0,2 cm); Bildmaß: 25,6 x 63 cm die zusammengesetzte Fotografie; Objektmaß: 54,5 x 72,8 cm";"Papier; kaschiert auf textiles Gewebe (Shirting); Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Die Obermainbrücke im Bau, zweiteilige zusammengesetzte Fotografie;"Die Obermainbrücke wurde von 1876 bis 1878 als dritte Straßenbrücke errichtet, um die östlichen Stadtteile mit dem ebenfalls gewachsenen östlichen Sachsenhausen zu verbinden. Im Hintergrung die Häuser der Schönen Aussicht und als deren Abschluss die Stadtbibliothek.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 195)

Die gleiche Ansicht 2016: siehe Multimedia";;;;;;;;
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung";Stadtansicht, Stadttopographie;Ph01295;;;;1855;1875;um 1865;Frankfurt am Main-Altstadt;Fotografie;"Bildmaß: 25,1 x 29,5 cm die linke Fotografie; Bildmaß: 25,1 x 31,7 cm die rechte Fotografie (variiert in der Breite um 0,2 cm); Bildmaß: 25,1 x 61,2 cm die zusammengesetzte Fotografie; Objektmaß: 54,5 x 72,9 cm";"Papier; kaschiert auf textiles Gewebe (Shirting); Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Panoramablick von der Bleichstraße nach Süden, mit Dom, Paulskirche und Katharinenkirche, zweiteilige zusammengesetzte Fotografie;"Der Blick geht über den Botanischen Garten und die nördliche Innenstadt zu Dom, Paulskirche und Katharinenkirche, vorne rechts das Bürgerhospital der Senckenbergischen Stiftung.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 75)";Blick ungefähr von Bleichstrasse/Ecke Alte Gasse, Hausdach, nicht nachfotografieerbar;50.11829,8.68550;;;;;;
Carl Friedrich Mylius;Interieur, Stadttopographie;Ph02571;;;;1864;1884;um 1874;Frankfurt am Main-Altstadt, Liebfrauenstraße (Liebfrauenkirche);Fotografie;"Bildmaß: 22,9 x 18,1 cm; Blattmaß: 29,6 x 23 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Liebfrauenkirche, Blick zum Chor;"Der Blick führt aus dem dreischiffigen Inneren in den einschiffigen Chor, rechts der Johannes-Altar.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 144)";;;;;;;;
Carl Friedrich Mylius;Stadttopographie;Ph02573;;;;1880;1900;um 1890;Frankfurt am Main-Innenstadt, Kaiserstraße 8-12;Fotografie;"Bildmaß: 29 x 20,2 cm; Blattmaß: 32 x 23,3 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Kaiserstraße 8-12;"Mylius dokumentiert in dieser späten Aufnahme historische Neubauten mit Stilelementen aus Klassizismus und Renaissance. Dieser Abschnitt entstand bereits 1874 nach dem ersten Durchbruch der Kaiserstraße zu den früheren Bahnhöfen an der Gallusanlage. Nach der Eröffnung des neuen Hauptbahnhofs im Jahr 1888 wurde die Kaiserstraße bis dorthin verlängert und bildete das Zentrum des Bahnhofsviertels.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 181)


Die Geschäftswerbung von links nach rechts:

""Ludwig Bettelmann"" (Haus Nr. 12)

""PIANOS""
""A. EULENSTEIN."" (Haus Nr. 10)

""Entresol
zu vermiethen"" (zwei Schilder)
""JEAN JOST vorm. A.WALGER
Tapeten Leinen        Linoleum"" (Haus Nr. 8)

rechter Bildrand, Haus Nr. 6, angeschnitten:
""F. C. STRUBBE[...]""";keinen Hausnamen gefunden;50.11133,8.67602;Foto Kx;;Susanna Kexel;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph03594;;;;1871;1880;1875;"Frankfurt am Main-Altstadt, Fahrgasse 94 (Gasthof ""König von England"")";Fotografie;"Bildmaß: 29,4 x 20,3 cm; Blattmaß: 30,5 x 20,3 cm; Objektmaß: 52,7 x 36,4 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;"Fahrgasse 94, Gasthaus ""König von England"", vor dem Abriß";"Der frühere Gasthof wurde für Wohn- und Geschäftszwecke genutzt und sollte - wie schon das Gebäude rechts daneben - einem Straßendurchbruch weichen. Mylius nahm das repräsentative Motiv noch rechtzeitig auf, obwohl der Abbruch zunächst verschoben und die neue Battonstraße [sic] erst sechs Jahre später angelegt wurde.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 149)

Links die Aufschrift ""WEIN CAFÉ""
am Gasthof selber das Schild ""Waaren-Lager von J. Herzog.""
Im Eingang:
""N.Süskind
1.Stock""";Ecke Battonnstrasse, Fahrgasse, jetzt ist da ungefähr das Hochhaus;50.11234,8.68601;Erwähnung : Gastronomie in Alt Frankfurt, google books;;;;;
Carl Friedrich Mylius;Stadttopographie;Ph04298;;;;1881;1890;1886;Frankfurt am Main-Altstadt, Fahrgasse;Fotografie;"Bildmaß: 21,5 x 18,2 cm; Blattmaß: 42,3 x 30,4 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, oben links: ""No 14458."" (schwarze Tinte)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Fahrgasse, Häuserreihe gegenüber der alten Mehlwaage;"Die Fahrgasse war eine sehr belebte Wohn- und Geschäftsstraße, die von der Zeil über die Schnurgasse direkt zur Alten Brücke führte.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 52, zu dem identischen Motiv C07969)


Die Geschäftswerbung von links nach rechts:

""Eisen
Stahl
Messing
Waaren
Ph. Manberger [sic]
Holz.Fournier
Handlung""

""Holz u. Fournier Handlung
Ph. Mannberger.""

""A. Haagner-Fuchs""

""Buchdruckerei & Verlag von Aug. Stritt""

""Buchdruckerei
von
Aug. Stritt
[...] Stock [...]""

""Stuttgarter Schuhlager
von
G. A. JENSEN-HUBER""

""Cigarren [...] C. F. Ebert [...]""";s.a. C07969;;;;;;;
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung";Architektur, Stadttopographie;Ph07838;;;;1871;1880;1874;Frankfurt am Main-Innenstadt (Guaita'sches Haus);Fotografie;"Bildmaß: 20,6 x 29,3 cm; Objektmaß: 36,6 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Guaita'sches Haus, mit der Untermainbrücke im Bau, im Hintergrund eingerüsteter Domturm;"Das Gartenlokal [Mainlust] war in der ersten Hälfte des 19. Jahrhunderts für seine Aussicht auf die andere Mainseite berühmt, verlor aber seine Attraktion mit dem Bau der Verbindungsbahn und der Verlängerung des Mainkais; das Gebäude wurde 1873 abgerissen. Im Hintergrund die halbfertige, zwischen 1872 und 1874 erbaute Untermainbrücke, im Vordergrund gelagerte Röhren für die Umgestaltungs- und Kanalarbeiten.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 196)";;;;;;;;
Carl Friedrich Mylius;Stadtansicht, Stadttopographie;Ph07847;;;;1881;1890;Sommer 1886;Frankfurt am Main-Sachsenhausen;Fotografie;"Bildmaß: 24 x 32,5 cm Maß variiert in der Höhe von 23,5 bis 24 cm; Blattmaß: 24,9 x 33,1 cm; Objektmaß: 36,4 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"verso, unten mitte: ""Blick von der Gartenterrasse des Trost'schen Hauses aus nach Norden, Bornheim, Röderberg, Bergen, Hanauer Ldstr. und Main im Vordergrund Gemüsegarten Sommer 1886"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Blick von der Gartenterrasse des Trost'schen Hauses aus nach Norden, im Vordergrund Sachsenhausen;"Der Kaufmann Trost wohnte am Mühlberg in Sachsenhausen. Der Blick geht über gut bestellte Felder und die Bahnlinie Frankfurt-Offenbach-Hanau zum neuen Schlachthof am Deutschherrenufer am Sachsenhäuser Mainufer.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 234)";;;;;;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph19741,07;ja;;;1861;1870;1864;Frankfurt am Main-Innenstadt, Rossmarkt (Cronstetten'sches Stift);Fotografie;"Bildmaß: 23,5 x 17 cm; Blattmaß: 39,7 x 32,2 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte: ""Eingang v. Rossmarkt"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Das von Cronstett'sche Stift vor dem Umbau 1864, Eingang vom Roßmarkt;;Cronstettsches Stift, ehemaliger Großer Kranichshof ist 1873 dem Bau der Kaiserstrasse zum Opfer gefallen.Ecke Roßmarkt/Kaiserstrasse;50.11185,8.67715;;;Susanna Kexel;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph19741,14;ja;;;1861;1870;1864;Frankfurt am Main-Altstadt, Römerberg (Haus Limpurg);Fotografie;"Bildmaß: 23 x 15,1 cm variiert in der Höhe von 22,6 bis 23 cm; Blattmaß: 39,7 x 32,1 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte: ""Kaisertreppe"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Das von Cronstett'sche Stift vor dem Umbau 1864, Sitz der Ganerben: das Haus Limpurg, Kaisertreppe;;"""";50.11185,8.67715;;;Susanna Kexel;;;
Carl Friedrich Mylius;Stadttopographie;Ph19784;ja;;;1861;1870;1869;Frankfurt am Main-Altstadt, Liebfrauenberg, (Liebfrauenkirche, Liebfrauenberg-Brunnen);Fotografie;"Bildmaß: 22,8 x 16,9 cm; Blattmaß: 31,6 x 23,6 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten links: ""2.50"" (Bleistift; Preis?)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Liebfrauenkirche von Süden mit dem Liebfrauenberg-Brunnen;"Mylius hat diese Aufnahme unmittelbar nach der Renovierung des Brunnens gemacht, dessen Obelisk aus dem 18. Jahrhundert stammt.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 46)

Geschäftsschilder:
links: ""Magnus Cristiani Op[durch Laterne verdeckt]us""
darunter: ""Magnus Cristiani Augen-Klinik""
rechts: ""Haupt=Siederlage der Tabaks=Fabrick Franz Bolongaro""";Liebfrauenkirche mit Brunnen an der Neuen Kräme;50.11261,8.68140;;;Susanna Kexel;;;
Carl Friedrich Mylius;Architektur, Stadttopographie;Ph20505;;;;1861;1870;1865;Frankfurt am Main-Höchst (Hof Winkler-Andreae);Fotografie;"Bildmaß: 25,6 x 19,1 cm; Blattmaß: 41,5 x 32 cm";"Papier; auf Karton aufgezogen; Albuminabzug; getont";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;;Höchst, Hof Winkler-Andreae (jetzt Farbwerke) in Frankfurt am Main, Höchst;"Das Schloß Höchst war damals Sitz eines Amtsmanns, mit der Auflösung des Mainzer Kurfürstentums 1803 kam das Amt Höchst an die Herzöge von Nassau, 1866 an Preußen.
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 130)";;;;;;;;
