Beteiligte;Titel_Sammlung;Objektbezeichnung;InvNr;Jahr_von;Jahr_bis;Datierung;Gattung;Geogr_Bezug;Maße;Material;Beschriftung;Verw_Institution;Sammlungsbereich;Akt_Standort;Beschreibung_Notizen
"Carl Friedrich Mylius, Originalfotografie 1861; Rapp (Gustav & Co), Neuabzug";Mainuferansicht von Sachsenhausen, mit Deutschordenskirche;Stadtansicht, Stadttopographie;C18979,2;1901;1910;"1908 (Neuabzug; nach Auskunft Herr Mayer-Wegelin)";Fotografie;Frankfurt am Main-Sachsenhausen;"Bildmaß: 16,4 x 25 cm; Objektmaß: 72,9 x 54,5 cm zusammen mit C18979,1 - C18979,6 auf einem Karton";"Papier; Silbergelatineabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"vergleiche die aquarellierte Tuschezeichnung MV00072 von C. F. Mylius (möglicherweise lagen dieser Zeichnung die Fotografien C18979,1-4 zugrunde)_x000D_
_x000D_
32 Photographien von Mylius, Panorama der Stadt mit Sachsenhausen in aneinander anschließenden Uferaufnahmen. Vor dem Dombrand, [unter Größe]: verschiedene Platten im Querformat, [unter Art der Erwerbung]: Copien von Gustav Rapp & Co. nach den im Besitz vom Architektenverein befindlichen Originalplatten_x000D_
(Eintrag im Inventarbuch C 08, S. 22)_x000D_
_x000D_
32 Photographien, Stadtansicht-Folge nach Aufnahmen von Mylius (Platten im Besitz des Architekten- und Ingenieurs Verein Frankfurt am Main), [unter Art der Erwerbung]: Bökelmann und Rapp & Co., hier_x000D_
(Eintrag im Zugangsbuch Band 7, 1911, Nr. 280, 06.11.1911)_x000D_
_x000D_
Der Deutsche Orden hatte die ursprünglichen spätgotischen Gebäude im 18. Jahrhundert durch barocke Neubauten einschließlich Kirche ersetzt. Zur Zeit von Mylius' Aufnahme diente ein Teil davon als Kaserne. Die Häuser rechts gehören zu der dahinterliegenden Löhergasse, die Untergeschosse standen rückseitig direkt am Main._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 109, zu der Originalfotografie in Privatbesitz)"
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung";Landhaus Bansa, Sachsenhausen, Ecke Hainerweg, abgebrochen zwischen 1872 und 1874;Stadttopographie;C07987;1871;1880;1872;Fotografie;Frankfurt am Main-Sachsenhausen, Hainerweg (Landhaus Bansa);"Bildmaß: 21,2 x 30,9 cm; Objektmaß: 36,2 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das große Landgut wurde zwischen 1872 und 1874 niedergelegt und vorher von Mylius dokumentiert._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 233)_x000D_
_x000D_
Hinten rechts Hinweisschilder:_x000D_
""Nach dem Felsenkeller_x000D_
Fless & Funck""_x000D_
darüber:_x000D_
""... [nicht lesbar]_x000D_
CONCERT_x000D_
und ... [nicht lesbar]"""
"Carl Friedrich Mylius, Originalfotografie 1861; Rapp (Gustav & Co), Neuabzug";Mainuferansicht von Sachsenhausen, der Schaumainkai;Stadtansicht, Stadttopographie;C18979,5;1901;1910;"1908 (Neuabzug; nach Auskunft Herr Mayer-Wegelin)";Fotografie;Frankfurt am Main-Sachsenhausen, Schaumainkai;"Bildmaß: 15,3 x 24,6 cm Höhe variiert vin 14,8 - 15,3 cm; Objektmaß: 72,9 x 54,5 cm zusammen mit C18979,1 - C18979,6 auf einem Karton";"Papier; Silbergelatineabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"vergleiche die aquarellierte Tuschezeichnung MV00072 von C. F. Mylius  (möglicherweise lagen dieser Zeichnung die Fotografien C18979,1-4 zugrunde)_x000D_
_x000D_
32 Photographien von Mylius, Panorama der Stadt mit Sachsenhausen in aneinander anschließenden Uferaufnahmen. Vor dem Dombrand, [unter Größe]: verschiedene Platten im Querformat, [unter Art der Erwerbung]: Copien von Gustav Rapp & Co. nach den im Besitz vom Architektenverein befindlichen Originalplatten_x000D_
(Eintrag im Inventarbuch C 08, S. 22)_x000D_
_x000D_
32 Photographien, Stadtansicht-Folge nach Aufnahmen von Mylius (Platten im Besitz des Architekten- und Ingenieurs Verein Frankfurt am Main), [unter Art der Erwerbung]: Bökelmann und Rapp & Co., hier_x000D_
(Eintrag im Zugangsbuch Band 7, 1911, Nr. 280, 06.11.1911)_x000D_
_x000D_
Der Schaumainkai schloss sich westlich an das Schaumaintor an, beginnend mit einer kleinen dreireihigen Baumallee. Die Villa rechts mit quadratischem Grundriss, Walmdach und Mansarden stammt aus dem Jahr 1804 und hatte einen großen Garten mit seltenen Bäumen. Sie wurde 1851 vom Bankier Georg Friedrich Metzler erworben und später, nach Entstehung dieser Aufnahme, erweitert._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 112, zu der Originalfotografie in Privatbesitz)"
"Carl Friedrich Mylius, Originalfotografie 1861; Rapp (Gustav & Co), Neuabzug";Mainuferansicht von Sachsenhausen, der weitere Verlauf des Schaumainkais bis zur Eisenbahnbrücke;Stadtansicht, Stadttopographie;C18979,6;1901;1910;"1908 (Neuabzug; nach Auskunft Herr Mayer-Wegelin)";Fotografie;Frankfurt am Main-Sachsenhausen, Schaumainkai;"Bildmaß: 14,9 x 23,5 cm; Objektmaß: 72,9 x 54,5 cm zusammen mit C18979,1 - C18979,6 auf einem Karton";"Papier; Silbergelatineabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"vergleiche die aquarellierte Tuschezeichnung MV00072 von C. F. Mylius  (möglicherweise lagen dieser Zeichnung die Fotografien C18979,1-4 zugrunde)_x000D_
_x000D_
32 Photographien von Mylius, Panorama der Stadt mit Sachsenhausen in aneinander anschließenden Uferaufnahmen. Vor dem Dombrand, [unter Größe]: verschiedene Platten im Querformat, [unter Art der Erwerbung]: Copien von Gustav Rapp & Co. nach den im Besitz vom Architektenverein befindlichen Originalplatten_x000D_
(Eintrag im Inventarbuch C 08, S. 22)_x000D_
_x000D_
32 Photographien, Stadtansicht-Folge nach Aufnahmen von Mylius (Platten im Besitz des Architekten- und Ingenieurs Verein Frankfurt am Main), [unter Art der Erwerbung]: Bökelmann und Rapp & Co., hier_x000D_
(Eintrag im Zugangsbuch Band 7, 1911, Nr. 280, 06.11.1911)_x000D_
_x000D_
Der Schaumainkai war damals nur sehr aufgelockert mit Villen bebaut. Das flach abfallende Ufer hatte noch keine Kaimauer und war geprägt von Schiffbauplätzen, Bleichen und Waschhäusern. Der Reiter im Main lässt die geringe Tiefe des Mains vor der späteren Kanalisierung erkennen._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 113, zu der Originalfotografie in Privatbesitz)"
Carl Friedrich Mylius;Haus Schaumainkai 10 in Sachsenhausen;Stadttopographie;C10833;1861;1870;Mai 1866;Architekturfotografie;Frankfurt am Main-Sachsenhausen, Schaumainkai 10;"Bildmaß: 18,1 x 25,2 cm; Objektmaß: 36,5 x 53 cm";"Papier; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;Vierstöckiges Haus mit je 9 Fenstern in jedem Stockwerk zum Main hin, rechts daneben zwei kleinere Gebäude, am Mainufer einige Holzschuppen, im Main liegt ein Frachtkahn mit hohem Mast
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung";Das Hauptgebäude der Allgemeinen Deutschen Patent- und Musterschutz-Ausstellung zu Frankfurt 1881, im Bau begriffen;Architektur, Stadttopographie;C02747;1881;1890;April 1881;Fotografie;Frankfurt am Main-Westend;"Bildmaß: 22,5 x 29,7 cm; Objektmaß: 36,2 x 52,7 cm";"Papier; Albuminabzug";"laut Beschriftung unten, auf Kaschierkarton, ist die Fotografie in nur zwei Exemplaren vorhanden: ""Das Hauptgebäude der Patent= u. Musterschutz=Ausstellung (entworfen von Archt. Linnemann) im Bau begriffen. Aufgenommen im Apl. 1881 von C. F. Mylius (existiert nur in 2 Exemplaren)"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das hölzerne Ausstellungsgebäude wurde eigens für die Ausstellung errichtet, auf der Handelsprodukte gezeigt wurden, die zum Patent- oder Musterschutz angemeldet waren._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 276)"
"Carl Friedrich Mylius; Carl Friedrich Mylius";Unbekanntes Sommerhaus in Frankfurt am Main, Westend;Stadttopographie;Ph22383;1852;1862;vor 1862;Fotografie;Frankfurt am Main-Westend;"Bildmaß: 26,1 x 20,8 cm oval; Blattmaß: 36,1 x 29,3 cm rechteckig; Objektmaß: 38,9 x 30,6 cm ehemalige Rahmenrückseite";"Papier; Karton (Passepartout); koloriert; Albuminabzug?";"verso, oben mitte: ""im Mai 1862 in den Besitz des Herrn Steindeckermeister Braun übergegangen"" (Tinte)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das Original ist eine der wenigen kolorierten Ansichten, von Mylius im Bild signiert und unter Passepartout gerahmt. Ganz offensichtlich handelt es sich um eine private Auftragsaufnahme._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 219)"
"Carl Friedrich Mylius; Kein Eintrag, alte Zuschreibung";Das Innere des Hauptbaues der Allgemeinen Deutschen Patent- und Musterschutz-Ausstellung zu Frankfurt 1881, im Bau begriffen;Architektur, Stadttopographie;C02748;1881;1890;April 1881;Fotografie;Frankfurt am Main-Westend;"Bildmaß: 30,6 x 24,8 cm; Objektmaß: 52,8 x 36,3 cm";"Papier; Albuminabzug";"laut Beschriftung unten, auf Kaschierkarton, ist die Fotografie in nur zwei Exemplaren vorhanden: ""Das Innere des Hauptbaues d. Patent= u. Musterschutz=Ausstellung, im Bau begriffen Apl. 1881 (nur in 2 Exempl. vorhanden)"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Entwurf für die Halle stammt von dem Frankfurter Architekten und Glasmaler Alexander Linnemann, der bereits an der Innengestaltung beim Wiederaufbau des Doms beteiligt war._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 277)"
Carl Friedrich Mylius;Die Grüneburg, Gartenansicht;Stadttopographie;C29097;1870;1890;um 1880;Fotografie;Frankfurt am Main-Westend (Grüneburg);"Bildmaß: 27 x 18,9 cm linker Rand nicht ganz gerade geschnitten; Blattmaß: 32,9 x 24,1 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;
Carl Friedrich Mylius;Die Grüneburg, Vorderseite;Stadttopographie;C29098;1860;1880;um 1870;Fotografie;Frankfurt am Main-Westend (Grüneburg);"Bildmaß: 19,3 x 27,3 cm; Blattmaß: 21,8 x 29,2 cm; Objektmaß: 36,6 x 53,1 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Eigentümer der Villa waren seit 1877 der Bankier und Konsul Wilhelm Carl von Rothschild und seine Frau Hannah Mathilde, eine Kunstmäzenin und Stifterin. Das 1845 im Louis-Seize-Stil erbaute Schlösschen ging auf Amschel Mayer von Rothschild zurück, der einige Jahre zuvor das dort befindliche Hofgut ""Zur Grünen Burg"" erworben hatte._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 225)"
Carl Friedrich Mylius;Haus Nestle, Bockenheimer Anlage nächst dem Reuterweg;Stadttopographie;C22558;1860;1880;um 1870;Fotografie;Frankfurt am Main-Westend, Bockenheimer Anlage, Reuterweg (Haus Nestle);"Bildmaß: 25 x 18,8 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Auch hier wird die Rückseite des Hauses mit Mitgliedern der Unternehmer-Familie abgebildet._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 220)"
Carl Friedrich Mylius;Gartenhaus Dörr, später Berna-Brentano, in der Bockenheimer Landstraße;Stadttopographie;C07998;1870;1890;um 1880;Fotografie;Frankfurt am Main-Westend, Bockenheimer Landstraße (Gartenhaus Dörr/Berna-Brentano);"Bildmaß: 17,9 x 26,7 cm; Objektmaß: 36,5 x 53 cm";"Papier; auf Papier aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das Gebäude wurde von Stadtbaumeister Johann Friedrich Christian Hess errichtet. Auch hier ist die Gartenseite mit Familienmitgliedern wiedergegeben. Das Haus wurde noch im selben Jahr abgerissen und durch einen Neubau ersetzt._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 215)_x000D_
_x000D_
Sehr schön sind hier die verschiedenen Gardinenmuster zu erkennen."
Carl Friedrich Mylius;Villa Koch - Gontard, Mainzer Landstraße 28, Ecke Zimmerweg, Garten;Architektur, Natur, Stadttopographie;C11974;1860;1880;um 1870;Architekturfotografie;Frankfurt am Main-Westend, Guiollettstraße oder Mainzer Landstraße;"Bildmaß: 23 x 27,8 cm oval; Blattmaß: 25,9 x 32,1 cm rechteckig; Objektmaß: 36,5 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"verso, unten: ""Haus Taunus Anlage - Guiollett Str. 1 Eigentümer Nestle Gontard Wwe. Erben"" (Bleistift)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Aufnahme zeigt ebenfalls die Gartenseite. In dieser Straße wohnten ursprünglich Familien des gehobenen Bürgertums, später siedelten sich im Rahmen der Industrialisierung immer mehr Gewerbebetriebe an._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 221)_x000D_
_x000D_
_x000D_
weißes zweigeschossiges Haus mit ausgebautem Dach, einige Stufen führen hinunter in den Garten auf einen Rasen, man erkennt drei Kinder und eine Frau vor zwei offen stehenden Türen, an den Bildrändern Büsche und Bäume"
Carl Friedrich Mylius;Geisow´sches Knabeninstitut in der Hochstraße, Hinterfassaden von der Promenade aus gesehen;Architektur, Stadttopographie;C12066;1861;1870;1865;Architekturfotografie;Frankfurt am Main-Westend, Hochstraße (Geisow'sches Knabeninstitut);"Bildmaß: 26,3 x 20,2 cm; Blattmaß: 30,9 x 22,7 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten rechts, unter Signatur: ""Aufgenommen Anno 1865."" (braune Tinte, Handschrift von C. F. Mylius)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das Institut - hier vom Garten aus gesehen - war eine private ""Erziehungsanstalt für männliche Zöglinge"". Frankfurt hatte zu dieser Zeit nur drei städtische Gymnasien. Da dieses Angebot nicht ausreichte und manche Eltern Vorbehalte gegenüber dem öffentlichen Schulwesen hatten, etablierte sich eine Reihe von Knaben- und Mädcheninstituten._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 213)_x000D_
_x000D_
_x000D_
Blick von einem erhöhten Standpunkt aus in zwei von einem Zaun getrennte Gärten mit Bäumen und auf die hinteren Fassaden drei - bis vierstöckiger Häuser, davor - zum Garten hin  - niedrigere Gebäude"
Carl Friedrich Mylius;Haus Scherbius an der Hochstraße, Gartenseite, jetzt Opernplatz;Natur, Stadttopographie;C22602;1871;1880;1871;Fotografie;Frankfurt am Main-Westend, Hochstraße, Opernplatz (Haus Scherbius);"Bildmaß: 21,8 x 28,8 cm; Blattmaß: 22,5 x 29,9 cm; Objektmaß: 36,5 x 53,1 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten links: ""niedergelegt 1871."" (schwarze Tinte, Handschrift von C. F. Mylius)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das Gebäude wurde 1871 niedergelegt, die Bewohner versammelten sich für ein letztes Erinnerungsphoto im Garten. Der Eigentümer Gustav Theodor Scherbius war Kaufmann und Mitglied der Handelskammer._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 212)"
Carl Friedrich Mylius;Haus Jean Andreae, Hochstraße (jetzt Opernplatz), Garten;"Natur; Stadttopographie";C29137;1861;1870;1869;Fotografie;Frankfurt am Main-Westend, Hochstraße/Opernplatz (Jean Andreae'sches Haus);"Bildmaß: 18 x 24,2 cm; Blattmaß: 21,4 x 26,7 cm; Objektmaß: 26,6 x 36,2 cm";"Papier; Tusche (Nachzeichnungen oberer Giebel und Blattspitzen Baum rechts); auf Karton aufgezogen; Albuminabzug";"recto, unten: ""Haus Jean Andrae [sic] Hochstraße (jetzt Opernplatz)."" (schwarze Tinte)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Familie Andreae war im 17. Jahrhundert aus Straßburg eingewandert und gehörte zum gehobenen Bürgertum. Der damalige Besitzer Jean Andreae-Willem veräußerte das Haus angesichts des bevorstehenden Baus der Oper._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 211)_x000D_
_x000D_
Interessant ist die kleine Figur in der Nische links neben dem Gebäude, linke obere Ecke: wie eine ""Karyatiden-Figur"" scheint sie die Decke zu stützen."
Carl Friedrich Mylius;"Kettenhofweg, ""Baumanns Garten""";Natur, Stadttopographie;C22605;1871;1880;1872;Fotografie;Frankfurt am Main-Westend, Kettenhofweg;"Bildmaß: 21 x 29,2 cm; Objektmaß: 36,6 x 53,2 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Die Aufnahme zeigt den Kettenhofweg zu einem Zeitpunkt, als die Bebauung schon weiter fortgeschritten war. Auf den Grundstücken entlang des Weges, die ursprünglich Gärten, Wiesen oder Felder waren, sind inzwischen Wohnhäuser errichtet worden._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 218)_x000D_
_x000D_
Sehr hübsch ist die kleine originalgetreue Miniaturkutsche mit Pferden der beiden kleinen Jungen in der Mitte des Bildes"
Carl Friedrich Mylius;"Gartenhaus am Kettenhofweg, abgebrochen 1861. In diesem Hause schrieb Knigge sein Buch ""Umgang mit Menschen""";Historie, profan, Stadttopographie;C04368;1861;1870;Mai 1861;Fotografie;Frankfurt am Main-Westend, Kettenhofweg;"Bildmaß: 20,9 x 16,8 cm; Blattmaß: 24,7 x 19,1 cm; Objektmaß: 53 x 36,4 cm zusammen mit C30077 auf einem Karton";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unter Fotografie: ""Gartenhaus am Kettenhofwege. Niedergelegt 1861 In diesem Hause schrieb Knigge sein Buch: 'Umgang mit Menschen' "" (schwarzer Faserschreiber)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Kettenhofweg zweigt von der Bockenheimer Landstraße ab und war zur Zeit der Aufnahme erst teilweise erschlossen. In Erwartung der Bebauung wurden Gartenhäuser, die ursprünglich der Sommerfrische dienten, niedergelegt._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 217)"
Carl Friedrich Mylius;Das Haus Mainzer Landstraße 74;Architektur, Stadttopographie;C22563;1860;1880;um 1870;Fotografie;Frankfurt am Main-Westend, Mainzer Landstraße 74;"Bildmaß: 22,6 x 29,7 cm; Objektmaß: 36,5 x 53,1 cm";"auf Karton aufgezogen; Papier; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Abgebildet ist die Straßenseite. Die Straße, über die der Fernverkehr in Richtung Rhein führte, war schon im 18. Jahrhundert zur Chaussee ausgebaut worden._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 222)"
Carl Friedrich Mylius;Gesellschaftshaus Palmengarten vor dem Brand am 10.08.1878;Natur, Stadttopographie;C29323;1868;1878;vor 1878;Fotografie;Frankfurt am Main-Westend, Palmengarten;"Bildmaß: 17,4 x 25,3 cm; Blattmaß: 23,6 x 31,5 cm; Objektmaß: 36,2 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Das Gebäude wurde im März 1871 als Teil des ein Jahr zuvor eingerichteten Palmengartens eröffnet und enthielt als Hauptattraktion einen Festsaal für mehr als 1000 Personen. Nur sieben Jahre später brannte es vollständig ab und wurde 1879 in ähnlicher Form, aber mit einem wesentlich höheren Dach neu errichtet._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 77)"
Carl Friedrich Mylius;Palmengartenhaus;Natur, Stadttopographie;C29299;1868;1878;vor 1878;Fotografie;Frankfurt am Main-Westend, Palmengarten;"Bildmaß: 21 x 30,5 cm; Blattmaß: 27,5 x 37 cm; Objektmaß: 36,5 x 53 cm Passepartout-Karton";"Papier; auf Karton aufgezogen; Passepartout-Karton; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;Graphische Sammlung;
Carl Friedrich Mylius;Palmengarten, gemalte Dekoration zur Eröffnung;Natur, Stadttopographie;C29317;1861;1870;09.04.1870;Fotografie;Frankfurt am Main-Westend, Palmengarten;"Bildmaß: 22,8 x 29,7 cm; Blattmaß: 26,3 x 32 cm; Objektmaß: 36,5 x 53 cm";"Papier; auf Karton aufgezogen; Albuminabzug";"recto, unten mitte: ""gemalte Decoration bei Eröffnung im Jahr 1870, 9 April."" (braune Tinte, Handschrift von C. F. Mylius)";Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Am 9. April 1870 wurden die ersten Teile des neuen Palmengartens, das Palmenhaus und die Blütengalerie, feierlich eröffnet. Grundstock des Palmengartens waren die Biebricher Wintergärten des Herzogs von Nassau, die ein Frankfurter Bürgerkomitee auf Anregung des Gartenfachmanns Heinrich Siesmeyer angekauft hatte._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 268)"
Carl Friedrich Mylius;Haus Brentano am Taunusplatz, Entwurf von Ballenberger;Architektur, Stadttopographie;C15348;1870;1890;um 1880;Architekturfotografie;Frankfurt am Main-Westend, Taunusplatz (Haus Brentano);"Bildmaß: 30,9 x 23,4 cm; Blattmaß: 32,5 x 24,4 cm; Objektmaß: 53 x 36,5 cm";"Papier; auf Karton aufgezogen; Albuminabzug";;Historisches Museum Frankfurt, Frankfurt am Main;Fotografie;;"Der Taunusplatz lag zwischen Taunusanlage und Weserstraße und wurde später bebaut._x000D_
(Eberhard Mayer-Wegelin, Das alte Frankfurt am Main 1855 - 1890, 2014, S. 223)_x000D_
_x000D_
_x000D_
Zweistöckiges einzeln stehendes Gebäude mit einem Fassadenschmuck aus angedeuteten Säulen, 4 gothischen Fenstern in Höhe des zweiten Stockwerks, dazwischen eine Frauenskulptur mit Kind, auf Höhe des ersten Stockes drei Fenster, auf jeder Seite davon eine männliche Figur, von der Straße her führen einige Stufen zur Haustür, die Ecken des Hauses sind mit Erkern und Türmen geschmückt, links Buschwerk, rechts ein breites Gartentor._x000D_
Auf der Wetterfahne ganz oben rechts ist ein Maler vor seiner Staffelei dargestellt."
